CustomerID;Nationalite;Prenoms;Noms;Titre;Genre;Date_de_naissance;Email;Telephone;Addresse;Ville;CodePostal;Departement;CodeDept;CodePays;Pays;IndicatifPays;CarteType;NumeroCarte;ExpirationCarte;Employeur;Poste;NationalID
104;French;Dexter;Du Trieux;Mr.;male;8/30/1995;DexterDuTrieux@dayrep.com;7 844 448 416;54 Folkestone Road;WILSTONE;HP23 9QA;;;GB;United Kingdom;44;Visa;4716892934891370;01/10/2025;Zephyr Investments;En route controller;GL 53 91 11 B
105;Brazil;Evelyn;Lima;Ms.;female;05/09/1998;EvelynCarvalhoLima@dayrep.com;53-53-20-50;Lundsbjergvej 15;Frederiksberg C;1914;Region Sjælland;SJ;DK;Denmark;45;MasterCard;5176093942350610;01/02/2028;Magik Lamp;Personal trainer;090598-1390
106;Brazil;Joao;Sousa;Mr.;male;5/29/1962;JoaoAlmeidaSousa@rhyta.com;84 72 43;P.O. Box 239;Kangerlussuaq;3910;Qeqqata;QE;GL;Greenland;299;Visa;4485547469587690;01/01/2025;Gold Leaf Garden Management;Management scientist;
107;Chinese (Traditional);??;?;Ms.;female;12/20/1938;ShaoLingYi@fleckens.hu;402-773-9957;1135 North Avenue;Sutton;68979;Nebraska;NE;US;United States;1;MasterCard;5397333230121840;01/09/2025;AdventureSports!;Gaming machine repairer;506-08-4319
108;Arabic;Su'da;Hakimi;Ms.;female;6/21/1986;SudaWadhaaHakimi@dayrep.com;031-9789094;Korsträsk 33;ÄLVÄNGEN;446 00;;;SE;Sweden;46;Visa;4532026805698840;01/02/2029;Magna Consulting;Social work assistant;860621-2945
109;Brazil;Douglas;Ribeiro;Mr.;male;11/22/1984;DouglasLimaRibeiro@cuvox.de;281-770-1262;1392 Grey Fox Farm Road;Houston;77063;Texas;TX;US;United States;1;Visa;4929493329041560;01/08/2025;Price's Electronics;Medical assistant;636-46-7378
110;Chinese;Manchu;T'ang;Mr.;male;09/07/1998;ManchuTang@dayrep.com;7 844 331 207;76 Worthy Lane;MAUNBY;YO7 7NP;;;GB;United Kingdom;44;MasterCard;5237896117205310;01/09/2025;Waves Music;Registrar;EW 88 74 16 B
111;Brazil;Vinicius;Ribeiro;Mr.;male;10/18/1976;ViniciusFernandesRibeiro@armyspy.com;070-442-182;Dunajska 10;Teharje;3221;;;SI;Slovenia;386;Visa;4916729227265350;01/02/2029;First Choice Garden Maintenance;Dot etcher;
112;Vietnamese;Lung;Nguy?n;Mr.;male;1/16/1955;NguyenDinhLung@teleworm.us;67 822 19 14;ul. Sanatoryjna 127;Szczecin;70-775;;;PL;Poland;48;Visa;4539383019310810;01/10/2027;Express Merchant Service;General and operations manager;55011664639
113;Ninja;Shidochiri;;Ms.;female;05/07/2001;Shidochiri@teleworm.us;(25) 204-308;Teréz krt. 29.;Lajoskomárom;8136;Fejér;FE;HU;Hungary;36;Visa;4716858607001960;01/11/2025;Thrift Auto Parts;Environmental protection officer;
114;Hungarian;Kati;Szôlôssi;Ms.;female;05/12/1972;SzolossiKati@einrot.com;461 437 608;Jiráskova 1984;Nasavrky;538 25;Pardubický kraj;PA;CZ;Czech Republic;420;Visa;4716474502178120;01/10/2028;AM/PM Camp;Athlete;
115;Vietnamese;Hi?u;Th?y;Mr.;male;02/08/1952;ThuyHienHieu@armyspy.com;463 261 418;Lukiokatu 92;HÄMEENLINNA;13600;Tavastia Proper;TP;FI;Finland;358;Visa;4716993727476200;01/02/2025;Consumers Food and Drug;Behavioral disorder counselor;080252-0615
116;Brazil;Mariana;Cavalcanti;Mrs.;female;10/02/1991;MarianaCarvalhoCavalcanti@superrito.com;33 81 71;P.O. Box 77;Ikerasassuaq;3924;Kujalleq;KU;GL;Greenland;299;Visa;4716785882678270;01/03/2028;First Rate Choice;Plating and coating machine setter;
117;Hungarian;Angyalka;Lôrinc;Mrs.;female;06/01/1997;LorincAngyalka@fleckens.hu;09141 29 91 09;Mellingburgredder 44;Alesheim;91793;Freistaat Bayern;BY;DE;Germany;49;Visa;4929522387772260;01/09/2029;Casa Bonita;Biological technician;
118;Hispanic;Goio;Vallejo;Mr.;male;04/06/1946;GoioVallejoNegrete@armyspy.com;561 562 820;Mírová 1969;Bobrová;592 55;Kraj Vysocina;VY;CZ;Czech Republic;420;Visa;4716350535972450;01/03/2026;Henry's;Telephone station repairer;
119;Russian (Cyrillic);??????;????????;Ms.;female;12/02/1998;Sailse@dayrep.com;(44) 986-455;Bem rakpart 81.;Szamossályi;4735;Szabolcs-Szatmár-Bereg;SZ;HU;Hungary;36;MasterCard;5293854289397100;01/06/2029;Source Club;Leasing consultant;
120;German;Julia;Durr;Ms.;female;06/08/1998;JuliaDurr@dayrep.com;040-169-066;Kolodvorska 44;Komenda;1218;;;SI;Slovenia;386;Visa;4716859941258660;01/07/2028;Chase Pitkin;Staff development director;
121;Vietnamese;Thà;??ng;Mr.;male;08/11/1988;DangKienTha@einrot.com;85 28 96;Aqqusinersuaq 294;Sisimiut;3911;Qeqqata;QE;GL;Greenland;299;MasterCard;5541319223041590;01/10/2027;HomeBase;Chief engineer;
122;Czech;Hana;Kopecká;Ms.;female;11/10/1955;HanaKopecka@dayrep.com;7 626 108;Luite tee 71;Haage;61402;Tartumaa;TA;EE;Estonia;372;MasterCard;5507640821968250;01/05/2025;Chandlers;Paper coating machine operator;
123;Chinese (Traditional);?;?;Mr.;male;9/25/2000;YaoFeng@jourrapide.com;(08) 8315 4943;6 Woolnough Road;ERINDALE;5066;South Australia;SA;AU;Australia;61;MasterCard;5139155145143280;01/04/2025;Landskip Yard Care;Knitting machine operator;
124;Italian;Cettina;Fiorentino;Dr.;female;4/24/1981;CettinaFiorentino@einrot.com;026 381 86 49;Fortunastrasse 120;Eschiens;1673;;;CH;Switzerland;41;Visa;4916692793655310;01/07/2026;Western Auto;Fire fighter;
125;Croatian;Jurica;Grgi?;Mr.;male;11/24/1952;JuricaGrgic@jourrapide.com;040-323-022;Gosposka ulica 88;Murska Sobota;9600;;;SI;Slovenia;386;MasterCard;5165245188252580;01/10/2028;Maxiserve ;Monetary economist;
126;Dutch;Bono;Eikelenboom;Mr.;male;1/24/1954;BonoEikelenboom@superrito.com;05.27.41.13.31;82 rue Bonneterie;MILLAU;12100;Midi-Pyrénées;MP;FR;France;33;Visa;4929001426697790;01/10/2029;Sounds Great, Inc;Checker;1540156601539 34
127;Italian;Benilde;Pisano;Dr.;female;1/15/1966;BenildePisano@gustr.com;(35) 4475-9734;Rua Pedro Favaro 1564;Varginha;37056-510;Minas Gerais;MG;BR;Brazil;55;MasterCard;5378062325241840;01/07/2028;Future Bright;Family services social worker;655.798.007-62
128;Brazil;Eduardo;Barros;Dr.;male;6/26/1975;EduardoFernandesBarros@superrito.com;95 880 346;70 Mavili Square;Geroskipou;8201;Paphos;PA;CY;Cyprus (Anglicized);357;Visa;4929880136976850;01/04/2029;Total Sources;Packer;
129;Scottish;Austin;Hay;Mr.;male;3/17/1990;AustinHay@superrito.com;(026) 8957-477;194 Taupiri Crescent;Elsdon;5022;Porirua;;NZ;New Zealand;64;MasterCard;5207312274145750;01/07/2025;Total Yard Management;Training administrator;
130;Finnish;Aino;Rantanen;Ms.;female;2/21/1991;AinoRantanen@jourrapide.com;418 429 475;Ysitie 30;TAMPERE;33270;Pirkanmaa;PI;FI;Finland;358;MasterCard;5473807125916570;01/03/2028;Parade of Shoes;Hunter;210291-318W
131;Japanese;??;??;Mr.;male;12/08/1997;Preritch@einrot.com;773-515-6706;3839 Cherry Camp Road;Hickory Hills;60457;Illinois;IL;US;United States;1;Visa;4916700130959870;01/03/2026;Colonial Stores;Bench jeweler;323-04-4603
132;Russian;Ismail;Pokrovsky;Mr.;male;3/18/1961;IsmailPokrovsky@rhyta.com;(11) 9362-7924;Praça José Domingues Martins 1898;Santos;11035-010;São Paulo;SP;BR;Brazil;55;Visa;4556040900749960;01/01/2026;Weingarten's;Corporate administrative assistant;782.284.582-90
133;Slovenian;Nera;Sepaher;Mrs.;female;4/23/2001;NeraSepaher@fleckens.hu;06-93998250;Louisestraat 107;Wassenaar;2245 XJ;Zuid-Holland;ZH;NL;Netherlands;31;MasterCard;5344028495364600;01/06/2025;Roberd's;Coin, vending, and amusement machine servicer;
134;Brazil;Murilo;Melo;Mr.;male;9/27/1960;MuriloLimaMelo@armyspy.com;75 226 525;126 Rue Abdelaziz Thâalbi;Zrig El Ghandri;6036;Governorate Gabes;81;TN;Tunisia;216;MasterCard;5108743919512600;01/12/2028;Express Merchant Service;Counseling psychologist;
135;German;Dennis;Zimmer;Mr.;male;05/11/1945;DennisZimmer@gustr.com;853 506 671;758 Cheriton Dr;Queensburgh;4147;KwaZulu-Natal;KN;ZA;South Africa;27;MasterCard;5328736566296950;01/08/2028;Zephyr Investments;Chief information officer;4,50512E+12
136;Chinese (Traditional);??;?;Mrs.;female;2/25/1990;ZhongJiaLing@rhyta.com;031-260-254;Ilichova 71;Ljubljana;1540;;;SI;Slovenia;386;Visa;4532170586686110;01/02/2029;Stratapro;Structural engineer;
137;Croatian;Radojka;Markovi?;Mrs.;female;11/14/1989;RadojkaMarkovic@rhyta.com;845 330 806;1320 Station Road;Pinetown;3613;KwaZulu-Natal;KN;ZA;South Africa;27;MasterCard;5331035603781030;01/03/2028;Licorice Pizza;Budget manager;8,91114E+12
138;Hungarian;Atilla;Gyenes;Mr.;male;02/01/1952;GyenesAtilla@einrot.com;(028) 5585-113;233 Atua Street;Paparangi;6037;Wellington;;NZ;New Zealand;64;Visa;4556045349706200;01/04/2029;Red Food;Medicinal chemist;
139;Croatian;Božidarka;Maruši?;Mrs.;female;3/19/1945;BozidarkaMarusic@superrito.com;081 254 25 57;Vallerstrasse 64;Pignia;7443;;;CH;Switzerland;41;Visa;4929791488908830;01/06/2026;Alladin's Lamp;Financial services sales agent;
140;Chinese;Jin;Hsüeh;Mrs.;female;10/16/1953;JinHsueh@gustr.com;815-973-0479;2266 Memory Lane;Dixon;61021;Illinois;IL;US;United States;1;MasterCard;5306674597411410;01/06/2025;Road Runner Lawn Services;Desktop publishing editor;326-30-4407
141;Slovenian;Ani;Hudovernik;Mrs.;female;09/09/1950;AniHudovernik@fleckens.hu;041-512-570;Dunajska 33;Trbovlje;1420;;;SI;Slovenia;386;Visa;4916055107987750;01/07/2029;Ransohoffs;Oxy-gas cutter;
142;Arabic;Mika'il;Isa;Mr.;male;10/11/1940;MikailWailIsa@armyspy.com;7 785 755 365;74 Cambridge Road;NORTH COTES;DN36 6TJ;;;GB;United Kingdom;44;Visa;4556415476994820;01/01/2027;Skaggs-Alpha Beta;Chief technology officer;PN 30 85 79 D
143;Italian;Adelaide;Romani;Ms.;female;04/05/1990;AdelaideRomani@rhyta.com;0320-5401358;Vansövägen 72;ÖXABÄCK;511 22;;;SE;Sweden;46;Visa;4539960448282600;01/09/2028;ManPower;Occupational therapist;900405-0580
144;Thai;??????;???????;Dr.;female;09/07/1948;;446 855 033;Kaarikatu 34;KAJAANI;87300;Kainuu;KA;FI;Finland;358;MasterCard;5202405688078610;01/08/2028;Big Wheel;Electric line worker;070948-350E
145;Vietnamese;Hoàn;L?c;Mr.;male;5/23/1974;LacNguyenHoan@einrot.com;0688 547 42 38;Kuefsteinstrasse 19;SANKT LORENZEN OB MURAU;8861;Styria;ST;AT;Austria;43;MasterCard;5267230443426090;01/01/2026;Young @ Heart;Employee development manager;
146;Danish;Selma;Møller;Ms.;female;4/25/1989;SelmaLMoller@cuvox.de;724 314 424;Cartagena 81;Archena;30600;Murcia;MU;ES;Spain;34;MasterCard;5587389345087860;01/12/2029;Just For Feet;Maintenance machinist;
147;French;Ansel;Hétu;Mr.;male;12/10/1962;AnselHetu@einrot.com;770 212 463;Havlí?kova 1007;Kamenné Žehrovice;273 01;Stredoceský kraj;ST;CZ;Czech Republic;420;MasterCard;5505721976668480;01/07/2025;Pleasures and Pasttimes;Knitting machine operator;
148;Greenland;Helene;Rasmussen;Mrs.;female;9/14/1962;HeleneRasmussen@dayrep.com;939 94 464;Spydodden 43;KRISTIANSUND N;6518;;;NO;Norway;47;MasterCard;5250057032896680;01/08/2028;Macroserve;Semiconductor processing technician;
149;Scottish;Harriet;McIntyre;Ms.;female;02/09/1944;HarrietMcIntyre@jourrapide.com;25 742 491;257 Nissi Ave;Limassol;3604;Limassol;LI;CY;Cyprus (Anglicized);357;Visa;4532625231367700;01/11/2025;AM/PM Camp;Soil conservationist;
150;Klingon;L'kor;Laggal;Dr.;female;2/26/1953;LkorLaggal@superrito.com;0478 57 78 61;Oostjachtpark 274;Casteau;7020;Hainaut;WHT;BE;Belgium;32;Visa;4916115663000200;01/08/2027;Geri's Hamburgers;Beauty care specialist;
151;Persian;????;???????;Mrs.;female;11/03/1986;ManaNewraana@jourrapide.com;321 128 916;Sokolská 391;Oskorínek;289 32;Stredoceský kraj;ST;CZ;Czech Republic;420;Visa;4485146526071750;01/09/2025;Central Hardware;Public affairs specialist;
152;Icelandic;Hallur;Guðfinnsson;Mr.;male;11/29/1940;HallurGudfinnsson@dayrep.com;01.58.52.49.91;63 place Maurice-Charretier;CHARENTON-LE-PONT;94220;Île-de-France;IL;FR;France;33;Visa;4916174873972960;01/04/2026;SoundTrack;Customs inspector;1401150706555 10
153;Arabic;Karimah;Attia;Mrs.;female;11/23/2001;KarimahSamahAttia@teleworm.us;039999 31 01;Adenauerallee 82;Tutow;17127;Mecklenburg-Vorpommern;MV;DE;Germany;49;Visa;4539617120726400;01/12/2026;Corpbay;Probation officer;
154;Chinese (Traditional);??;?;Mr.;male;6/17/1972;ShiPeiYing@einrot.com;0498 33 65 70;Rue de Genville 310;Pâturages;7340;Hainaut;WHT;BE;Belgium;32;MasterCard;5373380100180090;01/02/2026;Burger Chef;Telephone service representative;
155;Persian;?????;???? ???;Mr.;male;11/21/1947;AreshamKeashkear@dayrep.com;97 428 998;35 Melissinou Street;Limassol;3051;Limassol;LI;CY;Cyprus (Anglicized);357;Visa;4485923479961910;01/01/2028;Cala Foods;Babysitter;
156;Eritrean;Zahra;Rezene;Ms.;female;11/11/1984;ZahraRezene@armyspy.com;0491 65 68 06;Rue des Laderies 395;Villers-sur-Lesse;5580;Namur;WNA;BE;Belgium;32;MasterCard;5428537942388280;01/02/2025;Endicott Johnson;Woodworking machine operator;
157;Japanese (Anglicized);Shunma;Oike;Mr.;male;4/26/1981;ShunmaOike@teleworm.us;704-865-0836;37 Kelly Street;Gastonia;28052;North Carolina;NC;US;United States;1;MasterCard;5204937061584280;01/04/2029;Benesome;Student services director;244-83-0248
158;Eritrean;Shishay;Sebhat;Mrs.;female;11/03/1955;ShishaySebhat@superrito.com;774 712 473;Nová 1763;Mšeno u Melníka;277 35;Hlavní mesto Praha;HL;CZ;Czech Republic;420;MasterCard;5153408145852230;01/02/2028;A+ Investments;Choke setter;
159;Chinese;Yuan;Shen;Mr.;male;2/28/1960;YuanShen@fleckens.hu;06-72100042;Basseltlaan 125;Twello;7391 GD;Gelderland;GE;NL;Netherlands;31;Visa;4532282361636970;01/07/2026;Tradewell;Musical instrument repairer;
160;Croatian;Vladimir;Jurkovi?;Mr.;male;12/17/1995;VladimirJurkovic@einrot.com;99 297 348;Cagancha 7765;Paso de Carrasco;15000;Canelones;CA;UY;Uruguay;598;Visa;4539949603044470;01/09/2026;Official All Star Café;Employment clerk;
161;Hispanic;Iñaqui;Paez;Mr.;male;12/25/1942;InaquiPaezMonroy@jourrapide.com;3 644 416 661;Via Zannoni 45;Tione Di Trento;38079;Trento;TN;IT;Italy;39;Visa;4916543762143900;01/05/2025;Listen Up;Biological-physical anthropologist;WD99791959
162;Thai;?????????;??????????;Mr.;male;2/24/1994;;0922-8273034;Messlingen 81;KARUNGI;950 84;;;SE;Sweden;46;MasterCard;5568714031223260;01/08/2025;Dreamscape Garden Care;Media planner;940224-9172
163;Igbo;Amaka;Ositadimma;Ms.;female;09/01/1969;AmakaOsitadimma@dayrep.com;96 698 251;Hugo Reta 8513;Villa Rodriguez;80001;San José;SJ;UY;Uruguay;598;MasterCard;5165753363276290;01/04/2026;Weenie Beenie;Artist;
164;Hispanic;Fabian;Hinojosa;Mr.;male;4/29/1960;FabianHinojosaTellez@teleworm.us;474 504 947;U divadla 1035;Modlany;417 13;Ústecký kraj;US;CZ;Czech Republic;420;MasterCard;5230496163322930;01/10/2029;Loblaws;Landscape architect;
165;Australian;Brooke;McCawley;Ms.;female;1/15/1941;BrookeMcCawley@rhyta.com;411 217 959;Norrbyvägen 23;UUSIKAUPUNKI;23520;Varsinais-Suomi;VS;FI;Finland;358;Visa;4916772651246020;01/09/2028;Enviro Architectural Designs;Copy marker;150141-020P
166;Japanese (Anglicized);Fukiko;Imai;Mrs.;female;5/22/1950;FukikoImai@armyspy.com;98 659 549;Parva Domus 5374;San Jacinto;91300;Canelones;CA;UY;Uruguay;598;Visa;4539871870175570;01/08/2029;Virgin Megastores;Chauffeur;
167;Hispanic;Thais;Tapia;Mrs.;female;2/16/1946;ThaisTapiaCasillas@gustr.com;855 403 485;381 Oxford St;Prince Alfred Hamlet;6835;Western Cape;WC;ZA;South Africa;27;MasterCard;5400389403362610;01/07/2026;Coffey's Market;Rehabilitation counselor;4,60216E+12
168;American;Jayme;Wood;Mrs.;female;12/14/1949;JaymeCWood@superrito.com;070-920-384;Dalmatinova 117;Višnja Gora;1294;;;SI;Slovenia;386;MasterCard;5197404059899500;01/10/2025;Funtown toys;Publications specialist;
169;American;Nancy;Cardenas;Ms.;female;9/14/1966;NancyRCardenas@cuvox.de;(028) 9292-827;69 Carew Street;Pines Beach;7630;Kaiapoi;;NZ;New Zealand;64;MasterCard;5514596113913040;01/06/2027;Heslop's;Sprinklerfitter;
170;Chinese;Tao;Hu;Ms.;female;6/27/1982;TaoHu@fleckens.hu;4 432 236;Gardabraut 64;Garður;250;;;IS;Iceland;354;MasterCard;5289036429391170;01/01/2026;Endicott Shoes;News analyst;
171;England/Wales;Harvey;Johnston;Mr.;male;2/27/1978;HarveyJohnston@cuvox.de;75 483 393;45 Rue de Sokrine;Eddikhila;4151;Governorate Medenine;82;TN;Tunisia;216;MasterCard;5432043767254460;01/05/2026;Listenin' Booth;Engine and other machine assembler;
172;Chinese (Traditional);??;?;Mr.;male;04/04/1993;FanChenShu@cuvox.de;(029) 7906-233;203 Da Vinci Place;Hobsonville;0618;Waitakere;;NZ;New Zealand;64;MasterCard;5464030891949770;01/05/2025;Cut Rite;Network administrator;
173;German;Marina;Gottschalk;Mrs.;female;10/13/1995;MarinaGottschalk@fleckens.hu;22 594 684;200 Kallithea Avenue;Zodeia Pano;2724;Nicosia;NI;CY;Cyprus (Anglicized);357;MasterCard;5430466605600020;01/03/2026;AJ Bayless;Computer software engineer;
174;Russian (Cyrillic);?????????;????????;Mrs.;female;09/04/1943;Shouratied@fleckens.hu;05.86.10.84.52;43 rue Gontier-Patin;AGEN;47000;Aquitaine;AQ;FR;France;33;MasterCard;5542948923288700;01/06/2027;Western Auto;Environmental protection officer;2430986817578 15
175;Thai;??????;??????????;Mr.;male;7/18/1955;;06430 15 48 35;Hollander Strasse 29;Burgschwalbach;65558;Rheinland-Pfalz;RP;DE;Germany;49;MasterCard;5169535018775390;01/04/2026;Gamma Realty;Army;
176;Thai;?????????;?????;Mrs.;female;09/02/1985;;7 010 445 282;41 George Street;BROUGHTON;KW17 2XS;;;GB;United Kingdom;44;MasterCard;5384227699270470;01/02/2025;Listen Up;Employment, recruitment, and placement specialist;YM 43 21 38 B
177;Australian;Madeleine;Grills;Mrs.;female;3/28/1974;MadeleineGrills@teleworm.us;25 951 478;134 Athens Sounio Avenue;Agios Pavlos;4562;Limassol;LI;CY;Cyprus (Anglicized);357;MasterCard;5253275146364410;01/03/2027;Piccolo Mondo;Maxillofacial surgeon;
178;Czech;Adriana;Grohová;Mrs.;female;7/24/1977;AdrianaGrohova@rhyta.com;212 449 851 726;R Afonso Albuquerque 97;Outeiro da Fonte;2425-397;Leiria;LE;PT;Portugal;351;MasterCard;5246384400578750;01/06/2029;Naturohair;Emergency medical technician;
179;Czech;Dagmar;Benešová;Mrs.;female;12/14/2001;DagmarBenesova@superrito.com;(41) 2761-4017;Rua Dorilda Simões Vieira 1915;Curitiba;81315-260;Paraná;PR;BR;Brazil;55;MasterCard;5351865647499110;01/07/2025;Zantigo;Tire changer;158.304.560-01
180;Norwegian;Klara;Jensen;Mrs.;female;01/01/1955;KlaraJensen@armyspy.com;986 33 211;Leitehagen 205;SANDNES;4322;;;NO;Norway;47;MasterCard;5400618780383030;01/11/2027;Total Serve;Conservator;
181;Polish;Adrianna;Wysocka;Mrs.;female;10/06/1940;AdriannaWysocka@einrot.com;(94) 154-978;Belgrád rkp. 99.;Dozmat;9791;Vas;VA;HU;Hungary;36;MasterCard;5505413149071130;01/01/2026;Back To Basics Chiropractic Clinic;Employment assistant;
182;Klingon;Ka'Ra;Kamarag;Mr.;male;3/26/1952;KaRaKamarag@dayrep.com;471 04 779;Peter Dahls vei 54;GRIMSTAD;4879;;;NO;Norway;47;Visa;4485192031745810;01/02/2027;Merrymaking;Public relations manager;
183;Russian;Leonti;Aksakov;Dr.;male;12/15/1984;LeontiAksakov@dayrep.com;06-48116913;Oranje Nassaustraat 68;Bovenkarspel;1611 EC;Noord-Holland;NH;NL;Netherlands;31;MasterCard;5299098655491190;01/10/2029;Fit Tonic;Prosecutor;
184;Thai;???????????;??????????;Ms.;female;6/15/1978;;52-31-63-32;Hulemosevej 61;Stenderup;8781;Region Midtjylland;MI;DK;Denmark;45;MasterCard;5485297466671450;01/10/2028;Keeney's;Private investigator;150678-3484
185;Japanese;??;??;Mr.;male;8/22/1954;Cuthich@teleworm.us;(42) 115-804;Eötvös út 88.;Szabolcs;7619;Szabolcs-Szatmár-Bereg;SZ;HU;Hungary;36;MasterCard;5472634871220210;01/05/2028;Baltimore Markets;Grocery bagger;
186;Italian;Serafino;Capon;Mr.;male;9/29/1993;SerafinoCapon@cuvox.de;05.80.15.69.99;79 rue du Clair Bocage;LA TESTE-DE-BUCH;33260;Aquitaine;AQ;FR;France;33;MasterCard;5120840415930790;01/03/2028;Pup 'N' Taco;Group exercise instructor;1930959448016 82
187;Vietnamese;Tr?;Tri?u;Mrs.;female;8/28/1948;TrieuThiTuyTri@cuvox.de;832 933 291;1577 Willow St;Uitenhage;6238;Eastern Cape;EC;ZA;South Africa;27;MasterCard;5225270155619400;01/07/2028;Champion Auto;Administrative specialist;4,80828E+12
188;Icelandic;Ilona;Lúðvíksson;Mr.;male;4/21/1994;IlonaLudviksson@jourrapide.com;4 887 111;Höfðastígur 56;Bolungarvík;415;;;IS;Iceland;354;Visa;4916343624732000;01/03/2029;Circus World;Escort interpreter;
189;Thai;????????;??????;Mrs.;female;11/13/1978;;401-309-0206;3830 Diamond Cove;Providence;02906;Rhode Island;RI;US;United States;1;MasterCard;5589063330578420;01/01/2027;Poore Simon's;Family and general practitioner;039-48-7179
190;Finnish;Aira;Pohjonen;Ms.;female;02/08/1980;AiraPohjonen@cuvox.de;4 516 668;Nabra 64;Valjala;94302;Saaremaa;SA;EE;Estonia;372;Visa;4916168707441960;01/05/2027;Rack N Sack;Dental technician;
191;Chechen (Latin);Argun;Ryzaev;Mr.;male;3/31/1997;ArgunRyzaev@teleworm.us;42-59-03-11;Skovvej 44;København V;1755;Region Sjælland;SJ;DK;Denmark;45;MasterCard;5270195521948280;01/08/2027;Bonanza Produce Stores;Airport tower controller;310397-1461
192;Polish;Wiga;Czarnecka;Ms.;female;10/04/1954;WigaCzarnecka@rhyta.com;714 368 513;Calle Carril de la Fuente 9;Santa Cruz de los Cáñamos;13327;Ciudad Real;CR;ES;Spain;34;MasterCard;5432700375175120;01/04/2029;Nedick's;Chiropractic doctor;
193;Ninja;Chikute;;Mr.;male;5/24/1994;Chikute@jourrapide.com;212 347 780 489;R João C Loureiro 26;Praia da Barra;3830-771;Aveiro;AV;PT;Portugal;351;MasterCard;5163000946401680;01/05/2029;Architectural Genie;Colorist;
194;Polish;Przemys?aw;Sobczak;Mr.;male;1/30/1989;PrzemyslawSobczak@dayrep.com;856 049 151;1558 Rissik St;Witbank;1040;Mpumalanga;MP;ZA;South Africa;27;MasterCard;5310671529097610;01/01/2026;Ideal Garden Maintenance;Aircraft electronic systems specialist;8,90131E+12
195;Polish;Ksenia;Wysocka;Mrs.;female;02/01/1970;KseniaWysocka@gustr.com;96 396 742;???? ????????? 91;??????? ????;4820;???????;LI;CY;Cyprus (Greek);357;Visa;4532238610104270;01/02/2029;Cavages;Student affairs administrator;
196;American;Angela;Rubenstein;Ms.;female;04/01/1997;AngelaCRubenstein@jourrapide.com;06-12454918;Badinckstraat 12;Dalfsen;7721 ZD;Overijssel;OV;NL;Netherlands;31;Visa;4929063991101990;01/06/2029;Stratagee;Flight service specialist;
197;Icelandic;Höskuldur;Bernódusson;Mr.;male;10/03/1958;HoskuldurBernodusson@rhyta.com;01.54.65.99.21;45 Square de la Couronne;PARIS;75001;Île-de-France;IL;FR;France;33;MasterCard;5131866093802510;01/09/2028;Circuit Design;Skin care specialist;1581022832813 01
198;French;Seymour;Dandonneau;Mr.;male;12/25/1979;SeymourDandonneau@teleworm.us;413 577 382;Kankaanpääntie 52;KUUSAMO;93620;Northern Ostrobothnia;NO;FI;Finland;358;MasterCard;5292059607667300;01/03/2029;Lawn N' Order Garden Care;Academic dean;251279-1833
